,0
5934,Dortmund đã chọn được người thay thế Pulisic.txt
5935,"Sau Coutinho, Bayern sắp đón thêm một  hợp đồng bom tấn.txt"
5936,"NÓNG Biến lớn ở Allianz Arena, người đại diện của Neuer ra yêu sách với Bayern.txt"
5937,Cựu chủ tịch Bayern tức điên   Người đại diện của cầu thủ đó là kẻ hám tiền.txt
5938,"Chỉ 1 hình ảnh, Bayern nhận tin mừng khó tả giữa đại dịch.txt"
5939,Arsenal quan tâm tới tiền vệ của Hoffenheim.txt
5940,"Thêm một lần nữa, Sancho lại khiến thế giới bóng đá nhắc đến tên mình.txt"
5941,Liverpool  vô đối  ở BXH kết hợp 5 giải VĐQG hàng đầu châu Âu.txt
5942,"Vì một cái tên bất ngờ, Mourinho có thể sẽ không dẫn dắt Bayern.txt"
5943,3 điều rút ra từ trận thắng của Bayern trước Augsburg.txt
5944,Sao trẻ Bayern lên tiếng bênh vực ông thầy sau những chỉ trích.txt
5945,"Vừa nổ  bom tấn , Bayern bắt đầu cuộc thanh trừng với các trụ cột.txt"
5946,"Sút tung lưới Leipzig, Sancho phá vỡ kỷ lục kéo dài 51 năm.txt"
5947,"SỐC 2 sao Bayern dùng thiết đầu công, nội bộ bùng nổ.txt"
5948,"Gặp lại đội bóng cũ, Brandt phũ phàng nói 1 lời về Havertz.txt"
5949,Lewandowski lý giải cho hành động ăn mừng quen thuộc sau khi ghi bàn.txt
5950,"Sanches nổi loạn, sếp lớn nói 1 câu chốt xong tương lai  bom xịt.txt"
5951,"Hủy diệt Monchengladbach, Bayern chính thức san bằng điểm số với Dortmund.txt"
5952,"Cầm vàng để vàng rơi , 99% Dortmund tan mộng đế vương Bundesliga.txt"
5953,"Biến cực căng Dortmund  khai đao  với Sancho, lý do quá sốc.txt"
5954,HLV Emery kiêu hãnh sau trận hòa Real Madrid.txt
5955,Tương lai của Muller ở Bayern liên tục khiến các vị tiền bối “đứng ngồi không yên”.txt
5956,"Bayern đại thắng  Bay trên đôi cánh Pháp Đức, truyền nhân Robbery.txt"
5957,Xếp hạng 11 hậu vệ cánh trái được định giá cao nhất TTCN sau phiên chợ Đông.txt
5958,NÓNG  Bremen tiếp tục gia hạn hợp đồng với huyền thoại sống 40 tuổi.txt
5959,"Tottenham đã mạnh tay trao một  cực phẩm  trên ghế huấn luyện, Bayern còn chờ gì.txt"
5960,"La Liga giảm giới hạn lương, Barca khó chiêu mộ tân binh.txt"
5961,"Trước đại chiến gặp Leipzig, Bayern nhận thêm thiệt hại ở hàng thủ.txt"
5962,Sao trẻ Man Utd gây ấn tượng mạnh tại Bundesliga.txt
5963,“Cậu ta sẽ là một trong những bản hợp đồng chất lượng nhất ở Bayern”.txt
5964,Lionel Messi ngồi ngoài trong buổi tập của Barcelona.txt
5965,"Sát thủ 39 bàn 33 trận gục ngã, HLV Bayern chỉ định cái tên thay thế cực chất.txt"
5966,Lewandowski tiếp tục thâu tóm một giải thưởng cá nhân cao quý.txt
5967,CHÍNH THỨC  Quá nhanh Dortmund chiêu mộ thành công tân binh thứ 2.txt
5968,"Bị chê không đủ trình,  máy làm bàn  nước Đức lớn tiếng đáp trả Bayern.txt"
5969,Lewandowski có hat trick siêu phàm khiến Coutinho phục sát đất.txt
5970,"Ra mắt Bayern bằng cú đúp, tân binh nêu rõ cảm nghĩ.txt"
5971,"Pulisic mới  ở Dortmund quá bùng nổ, sẵn sàng  làm loạn  mùa giải mới.txt"
5972,"Sau 3 tân binh, Dortmund sắp chốt thêm một  bom tấn  rất quan trọng.txt"
5973,"Sẩy chân trước đội bét bảng, Dortmund chỉ còn hơn Bayern 3 điểm.txt"
5974,Giấc mơ đã thành sự thật khi gia nhập Bayern.txt
5975,"Thành công ở Liverpool, Klopp khiến người cũ không khỏi nhung nhớ.txt"
5976,"Chủ tịch lên tiếng, tiết lộ thực hư về tương lai của HLV Bayern.txt"
5977,Cậu ta là một con người tuyệt vời và là một cầu thủ xuất sắc.txt
5978,Bayern sắp có sao trẻ 19 tuổi sớm hơn dự kiến.txt
5979,Erling Haaland  Người kế vị hoàn hảo triều đại Lewandowski ở Bayern Munich.txt
5980,Bayern thực sự cần một  kẻ phá hủy  lối chơi nếu muốn đi đường dài (P1).txt
5981,"Dortmund bỗng  hóa gỗ , HLV Favre lên tiếng chỉ trích.txt"
5982,Kẻ đánh cắp không gian  bày tỏ tình cảm với Bayern Munich.txt
5983,"Bayern quá cáo, tung kế độc thuyết phục  người nhện  nước Đức đến Allianz Arena.txt"
5984,Dortmund trở lại mặt đất trong ngày Jadon Sancho tịt ngòi.txt
5985,"Matthaus chỉ đích danh  truyền nhân , tiến cử cái tên Bayern cần chiêu mộ.txt"
5986,"Trước trận đại chiến nước Đức, Witsel làm điều khiến Bayern nóng mặt.txt"
5987,Bayern có quyền hi vọng gì khi Coutinho cập bến Allianz Arena.txt
5988,"Bất bình vì trọng tài, sao Bremen còn nóng mặt khi bị đối thủ chọc tức.txt"
5989,"San bằng các kỷ lục,  thần đồng lu mờ cả Haaland  sắp được Dortmund trao cơ hội ngàn vàng.txt"
5990,"Sau trận gặp Schalke, Sancho sáng ngang huyền thoại Lampard ở một điều.txt"
5991,"Chiêu mộ  ngọc thô  nước Đức, Bayern gặp thử thách khó cực đại.txt"
5992,"Bất ngờ 5 năm qua, Dortmund vô đối nhất ở khoản này, hơn cả Bayern.txt"
5993,Đây là lý do giúp Dortmund tự tin soán ngôi vương của Bayern.txt
5994,"Giữa muôn vàn áp lực, Kovac vẫn được một người dành tặng lời ca ngợi.txt"
5995,Gnabry   Tôi từng tức điên vì không được chuyển đến Bayern.txt
5996,"Thi đấu thăng hoa, Lewandowski thỉnh cầu Bayern một điều quan trọng.txt"
5997,"Tiếp tục nổ súng, Lewandowski san bằng kỷ lục của  vua dội bom  Muller.txt"
5998,"Tìm thấy ánh sáng cuối con đường, Bayern bỗng có cơ hội mua Werner.txt"
5999,"Bundesliga còn 3 vòng đấu, ngôi vô địch thuộc về Bayern hay Dortmund.txt"
6000,"Bản hợp đồng hớ sang Bundesliga, sao Barca nói điều thật lòng.txt"
6001,"Barca đón  giông bão , trụ cột hàng thủ nguy cơ nghỉ 6 tháng.txt"
6002,Robert Lewandowski   Đại bàng trắng  sải cánh tại Bundesliga.txt
6003,Bayern Munich thăng hoa vì sở hữu  chiếc công tắc  vạn năng ở tuyến giữa.txt
6004,"Trước trận Siêu kinh điển, sếp lớn Dortmund kiêng nể 1 cái tên của Bayern.txt"
6005,CHÍNH THỨC  Bayern trao thêm thời gian làm HLV cho  phương án đóng thế hoàn hảo.txt
6006,"Không chần chừ, Bayern sẽ sớm chốt ngay cái tên ngồi vào chiếc ghế nóng.txt"
6007,Ngôi sao đó rõ ràng thuộc top 5 cầu thủ chạy cánh hàng đầu thế giới.txt
6008,Dortmund  méo mặt  vì thêm một trụ cột dính chấn thương.txt
6009,"Đập tan nghi ngờ,  chiến binh  của Simeone sẽ sớm lập một kỷ lục mới.txt"
6010,Haaland   Tôi hi vọng ngày mai mình sẽ được thi đấu.txt
6011,"Tiết lộ gây choáng, Pep từng muốn biến Neuer thành siêu tiền vệ.txt"
6012,"Bayern mua Nubel, Neuer lần đầu tiên phá vỡ im lặng.txt"
6013,Cậu ấy là 1 quái vật.txt
6014,SỐC Neuer đã dự tính lên kế hoạch giải nghệ.txt
6015,Đến lượt  gà nhà  của Bayern nói về quyết định của Joachim Low.txt
6016,3 ngôi sao có thể treo giày trong màu áo đội bóng hiện tại.txt
6017,"Không phải 4 tân binh, đây mới là hợp đồng quan trọng của Bayern trong hè này.txt"
6018,"Không Thiago, Bayern Munich hủy diệt đối thủ 8 bàn khi trình làng cặp  Robbery mới.txt"
6019,"Làm được 4 điều, Bayern sẽ có thể xưng bá châu Âu vào mùa giải tới.txt"
6020,"Bayern hòa nhạt Leipzig, cuộc đua vô địch Bundesliga chưa thể hạ màn.txt"
6021,"Klopp mất 3 năm để có danh hiệu ở Dortmund, Liverpool nên tôi cũng mong thế.txt"
6022,"Sau Reus, đến lượt  thống soái  lên tiếng về thất bại của Dortmund.txt"
6023,"Thua sát nút Bayern, sao Bremen lên tiếng bất bình nói về trọng tài.txt"
6024,"Thắng Bremen, Muller phát biểu một lời đầy bất ngờ.txt"
6025,Bundesliga bàng hoàng khi Bayern vừa làm rúng động TTCN.txt
6026,"Tân binh đắt giá tỏa sáng, HLV Bayern nói 1 điều thật lòng.txt"
6027,Hai sát thủ Bundesliga được thầy cũ của Fernando Torres quan tâm.txt
6028,CHÍNH THỨC  Dortmund đón tân binh mùa hè đầu tiên.txt
6029,Con trai tôi rất thất vọng và buồn bã.txt
6030,"Nếu không vì điều này, Lewy đã có thể thi đấu cùng Neymar ở PSG.txt"
6031,"Trước tin đồn đến Đức, Mourinho lên tiếng chốt tương lai của bản thân.txt"
6032,Giám đốc Dortmund chỉ rõ lý do Sancho sa sút phong độ.txt
6033,Arsenal nhắm người hùng World Cup của tuyển Đức.txt
6034,Josuha Guilavogui  Người nắm giữ 50% sức mạnh của Wolfsburg.txt
6035,"Thua trận, Koeman thản thốt   Một đội như Barca không thể thủng lưới như vậy.txt"
6036,"Sau 5 năm, Gotze mới trải lòng về bàn thắng giúp tuyển Đức vô địch World Cup.txt"
6037,Top 5 tân binh đáng được kỳ vọng nhất tại Bundesliga (P1).txt
6038,"Mặc kệ Dortmund đang thăng hoa, Niko Kovac vẫn tin vào một điều.txt"
6039,"Trước trận gặp Tottenham, trụ cột nói ra điều không hài lòng về Bayern.txt"
6040,"Hủy diệt Leverkusen, Dortmund chạm đến hàng loạt cột mốc xuất chúng.txt"
6041,"Ederson gạch tên Lewandowski, chỉ rõ ngôi sao giúp Bayern chinh phục C1.txt"
6042,"Xây chắc tương lai, Dortmund trói chân  viên ngọc thô  sinh năm 2002.txt"
6043,"Bayern chốt vụ Nubel, NHM bày tỏ   Yes Tiếp theo sẽ là vài cái tên đó.txt"
6044,"Thua đau, fan Bayern điên tiết   Tên hết thời sợ bóng đó không thể ở lại CLB.txt"
6045,"Vì  Sir Alex của Barca , Victor Font sẵn sàng làm điều không tưởng.txt"
6046,Man City kèm điều khoản mua lại  Sancho phiên bản mới.txt
6047,Joachim Low khuyến khích Ter Stegen làm một điều.txt
6048,"Dortmund có 2 chân chuyền thượng hạng, bảo sao Haaland không nổ súng ầm ầm.txt"
6049,Zagadou giúp Dortmund chạm mốc kỷ lục không tưởng.txt
6050,"Thua Leverkusen, Dortmund vẫn xác lập 2 kỷ lục ghi bàn bá đạo.txt"
6051,"Cơn giận của NHM Dortmund lên đến đỉnh khi thua trận, muốn tống cổ ngay 1 cái tên.txt"
6052,"Hazard   Chẳng cần Witsel thuyết phục, tôi cũng muốn đến Dortmund.txt"
6053,"Thắng 2 0, Dortmund sở hữu nhiều kỷ lục khủng trước Wolfsburg.txt"
6054,Thống soái Leipzig hoài nghi về việc sao 52 triệu bảng đến Newcastle.txt
6055,Bayern tự tin giữ chân  ngọc quý biên trái.txt
6056,2021 sẽ là một năm tuyệt vời cho Eden Hazard.txt
6057,Đã rõ phán quyết vụ Messi rời Barcelona ngay tháng 1.txt
6058,Sao trẻ tuổi teen lần đầu làm  chuyện ấy  cho Bayern.txt
6059,Tiền vệ có  đôi chân pha lê  lại khiến Bayern Munich đau đầu.txt
6060,"Cầm hòa được Bayern, thuyền trưởng Leipzig buông lời thách thức.txt"
6061,"6 bàn 3 trận, sát thủ của Bayern được vinh danh xứng đáng.txt"
6062,Đâu là chữ ký tốt nhất của Bayern ở lượt đi Người cũ đã có câu trả lời.txt
6063,Chính thức Dortmund xác nhận giữ chân 3 trụ cột trong đội hình.txt
6064,"Sau  cú phát hỏa  đầu tiên ở TTCN hè, Bayern tự tin đến Freiburg.txt"
6065,Bất ngờ Cựu HLV Man Utd suýt đến Schalke 04.txt
6066,"Ramos sút hỏng 2 quả penalty, Enrique phá vỡ im lặng.txt"
6067,Sao mai Bayern trải lòng về khoảng thời gian thi đấu tại Allianz Arena.txt
6068,Tổng hợp vòng 25 Bundesliga  Bayern qua mặt Dortmund lấy lại ngôi đầu.txt
6069,"Coutinho lên tiếng, đặt ra mục tiêu muốn cùng Bayern chinh phục.txt"
6070,CHÍNH THỨC  Bayern tiếp tục chia tay thêm một công thần.txt
6071,Trung vệ thép của Bayern đi hay ở Sếp lớn đã có câu trả lời.txt
6072,Một Neuer đang có mùa giải tệ nhất vừa phá kỷ lục tồn tại 40 năm.txt
6073,"90 phút thăng hoa, sao Leverkusen  hóa De Gea  gánh cả hàng thủ khiến Bayern ôm hận.txt"
6074,Sếp lớn giải mã nguyên nhân khiến Dortmund chiêu mộ Haaland.txt
6075,"CHÍNH THỨC  Bundesliga  lật kèo , đưa quyết định bất ngờ giữa đại dịch Corona.txt"
6076,Hoàng đế xanh  chính thức tìm được người ngồi vào chiếc ghế nóng.txt
6077,3 ứng cử viên tiềm năng dành cho Dortmund nếu sa thải Favre.txt
6078,Thầy cũ của Torres nhận  trái đắng  vì sát thủ ở Bundesliga.txt
6079,"CHÍNH THỨC  Nội bộ Bayern có biến lớn, chủ tịch từ chức.txt"
6080,"Bayern thờ ơ trên TTCN, huyền thoại lên tiếng bày tỏ nỗi lo.txt"
6081,"Đội nhà thua trận, Reus lên tiếng thừa nhận một sự thật chua chát.txt"
6082,Sule nói về  kẻ nổi loạn   Cậu ta là cầu thủ tạo được sự khác biệt.txt
6083,"Bất ngờ lật mặt, Bayern khiến  thần đồng  nước Đức chưng hửng.txt"
6084,"Fan Barca bao vây xe Griezmann, yêu cầu làm một điều với Messi.txt"
6085,Bayern được người cũ tiếp sức để chiêu mộ  Neuer mới.txt
6086,"XONG Sao thất sủng tiết lộ 1 điều, ngày rời Bayern gần kề.txt"
6087,Người cũ đưa ra một lời khuyên nhằm giúp Bayern tìm lại vị thế.txt
6088,Trái tim  tuyến giữa Bayern cán cột mốc khủng tại Bundesliga.txt
6089,Liverpool kích hoạt điều khoản giải phóng hợp đồng cho sao Leverkusen.txt
6090,"Tiếp tục nổ súng, Haaland được NHM Dortmund tung hô lên tận mây xanh.txt"
6091,"Alaba   Tôi nợ anh ta rất nhiều, một trong những người quan trọng nhất sự nghiệp tôi.txt"
6092,"Tạo nên  bàn tay nhỏ , Neuer hùng hồn tuyên bố   Bayern đang trở lại.txt"
6093,CHÍNH THỨC  Reus là cầu thủ xuất sắc nhất Bundesliga 2018 2019.txt
6094,"Va chạm với Haaland, sao Bayern gặp chấn thương nghiêm trọng.txt"
6095,"Rút kinh nghiệm vụ Alaba, Bayern nhanh chóng hành động với lực sỹ tuyến giữa.txt"
6096,"Cúi mặt rời Bayern, Sanches vẫn gửi lời tri ân dành cho đội bóng cũ.txt"
6097,"Sau Văn Hậu, đến lượt  Messi Thái  lọt vào tầm ngắm của CLB Bundesliga.txt"
6098,Kimmich  đánh động  tới Man City   Tôi muốn anh ta đến Bayern.txt
6099,"Khổ như Bayern, vừa đón 1 tin vui nhưng nhận lấy 3 điều sét đánh về nhân sự.txt"
6100,"Sao Real  ngồi mát ăn bát vàng , vô địch 2 giải quốc gia trong 1 mùa.txt"
6101,"Ngày Dortmund ngậm trái đắng, Favre tiết lộ lý do  giam  Sancho trên ghế dự bị.txt"
6102,Vì sao Favre lại thay Reus ra sân khi đội nhà cần bàn thắng.txt
6103,10  Golden Boy  được định giá cao nhất thế giới trong top 20 rút gọn trên TTCN.txt
6104,"Sao thất sủng   Tôi nhớ Liverpool, đó là 1 trong những đội bóng xuất sắc nhất thế giới.txt"
6105,"Bayern đặt cả thế giới dưới chân, “kiến trúc sư” thành công nhận đãi ngộ xứng đáng.txt"
6106,"Hàng thủ chắp vá, sao đa năng của Bayern vui vẻ đóng vai  kẻ đóng thế.txt"
6107,Liverpool sẽ phải trả giá vì hành động của Joachim Low.txt
6108,"Cuối cùng, Kovac đã lên tiếng nói về Bayern sau khi rời Allianz Arena.txt"
6109,"Đại dịch hoành hành thế giới, Bayern buộc đưa ra quyết định bất đắc dĩ.txt"
6110,GĐTT Leverkusen tự tin giữ được trụ cột trước sự dòm ngó của đại gia.txt
6111,Tyler Adams   Hòn đá tảng  đến từ xứ sở cờ hoa.txt
6112,Màn trình diễn của 10 bom tấn hè 2019 sau hơn 1 2 chặng đường mùa giải.txt
6113,Kẻ dội bom  khét tiếng của Bayern nhận giải thưởng  10 năm có 1.txt
6114,Điều gì cản chân Liverpool chiêu mộ Timo Werner.txt
6115,"Lên kế hoạch cải tổ, Dortmund tiếp tục đẩy đi cái tên thứ 5 rời Signal Iduna Park.txt"
6116,Arsenal nhắm tài năng nước Đức thay thế Petr Cech.txt
6117,"Từ James cho đến Coutinho, Muller tiếp tục đương đầu với thử thách.txt"
6118,Barca cùng Real đối đầu trong thương vụ chân sút Man City.txt
6119,Những điểm nhấn quan trọng nhất vòng 4 Bundesliga.txt
6120,"James trở lại, sắp có trận đấu cuối cùng trên sân Allianz Arena.txt"
6121,"Vừa ghi bàn đầu tiên cho Bayern, sao trẻ đón nhận một tin buồn ở tuyển.txt"
